1.28,3.00
3.85,0.00
6.30,20.00
8.81,79.00
11.36,59.00
13.93,40.00
16.51,59.00
19.00,20.00
21.57,59.00
24.13,40.00
26.66,40.00
29.14,17.00
31.60,0.00
34.11,99.00
36.62,20.00
39.11,40.00
41.58,59.00
44.03,33.00
46.52,40.00
49.01,59.00
51.47,20.00
53.97,74.00
56.47,79.00
58.96,79.00
61.45,40.00
63.96,40.00
66.52,99.00
69.04,0.00
71.55,79.00
74.05,20.00
76.57,0.00
79.09,20.00
81.57,0.00
84.10,40.00
86.64,20.00
89.14,0.00
91.64,40.00
94.18,79.00
96.69,59.00
99.15,40.00
101.67,20.00
104.16,79.00
106.66,59.00
109.16,79.00
111.70,59.00
114.20,59.00
116.74,50.00
119.24,20.00
121.77,40.00
124.29,59.00
126.76,59.00
129.23,39.00
131.69,20.00
134.18,59.00
136.66,83.00
139.16,40.00
141.67,79.00
144.11,40.00
146.63,79.00
149.13,40.00
151.61,59.00
154.12,83.00
156.60,40.00
159.04,59.00
161.49,59.00
163.98,59.00
166.46,40.00
168.90,40.00
171.42,17.00
173.91,33.00
176.40,50.00
178.90,74.00
181.40,59.00
183.88,59.00
186.38,20.00
188.89,59.00
191.33,40.00
193.82,40.00
196.34,40.00
198.86,40.00
201.34,20.00
203.81,59.00
206.31,59.00
208.80,59.00
211.27,59.00
213.72,66.00
216.19,20.00
218.65,59.00
221.11,59.00
223.66,79.00
226.18,59.00
228.68,40.00
231.15,59.00
233.63,20.00
236.09,40.00
238.58,40.00
241.08,50.00
243.57,59.00
246.07,79.00
248.54,50.00
250.99,40.00
253.49,40.00
255.95,40.00
258.46,59.00
260.97,83.00
263.45,79.00
265.95,79.00
268.43,20.00
270.86,40.00
273.34,20.00
275.90,33.00
278.40,40.00
280.87,20.00
283.38,40.00
285.85,59.00
288.34,59.00
290.82,40.00
293.30,59.00
295.77,59.00
298.24,59.00
300.72,40.00
303.22,50.00
305.73,40.00
308.26,59.00
310.76,59.00
313.25,59.00
315.69,79.00
318.20,59.00
320.70,20.00
323.17,66.00
325.67,79.00
328.13,59.00
330.58,59.00
333.06,40.00
335.54,79.00
338.03,59.00
340.52,40.00
342.96,20.00
345.46,40.00
347.97,20.00
350.46,40.00
352.93,40.00
355.40,20.00
357.89,59.00
360.36,40.00
362.79,40.00
365.25,50.00
367.71,79.00
370.22,40.00
372.72,59.00
375.19,40.00
377.64,40.00
380.15,40.00
382.68,20.00
385.21,59.00
387.71,59.00
390.19,20.00
392.72,20.00
395.22,59.00
397.72,20.00
400.18,79.00
402.68,59.00
405.18,40.00
407.65,40.00
410.11,40.00
412.61,40.00
415.07,40.00
417.54,59.00
419.97,40.00
422.51,59.00
424.98,66.00
427.46,33.00
429.92,40.00
432.43,39.00
434.91,59.00
437.40,50.00
439.85,59.00
442.31,59.00
444.82,40.00
447.33,20.00
449.84,59.00
452.36,33.00
454.88,59.00
457.42,40.00
459.91,33.00
462.41,40.00
464.88,50.00
467.36,59.00
469.84,59.00
472.32,79.00
474.81,59.00
477.32,40.00
479.84,40.00
482.33,59.00
484.79,20.00
487.26,40.00
489.74,79.00
492.20,20.00
494.69,40.00
497.15,66.00
499.63,59.00
502.07,83.00
504.55,79.00
507.03,66.00
509.51,40.00
511.99,40.00
514.46,79.00
517.00,59.00
519.43,40.00
521.95,40.00
524.45,59.00
526.94,79.00
529.39,40.00
531.87,25.00
534.35,79.00
536.81,79.00
539.29,66.00
541.76,59.00
544.25,40.00
546.68,33.00
549.13,20.00
551.60,20.00
554.07,20.00
556.54,20.00
558.99,20.00
561.46,66.00
563.97,40.00
566.46,40.00
568.90,40.00
571.39,20.00
573.82,59.00
576.30,40.00
578.78,59.00
581.25,20.00
583.77,59.00
586.24,40.00
588.72,40.00
